State,District,Year,Hazard Score,Exposure Score,Vulnerability Score,Risk Score,Risk Category,Missing_Tiers
Rajasthan,Dausa,2020,0.140006085,0.49465117,0.602292959,0.412316738,Medium Risk,None
Rajasthan,Dausa,2021,0.213801587,0.49465117,0.619206308,0.442553022,Medium Risk,None
Rajasthan,Dholpur,2020,0.131484312,0.441976813,0.57851782,0.383992982,Medium Risk,None
Rajasthan,Dholpur,2021,0.27308849,0.441976813,0.54648253,0.420515944,Medium Risk,None
Rajasthan,Dungarpur,2020,0.549002165,0.497703483,0.446261148,0.497655599,Medium Risk,None
Rajasthan,Dungarpur,2021,0.4559334,0.497703483,0.48526287,0.479633251,Medium Risk,None
Rajasthan,Ganganagar,2020,0.305883481,0.634652649,0.582199813,0.507578648,Medium Risk,None
Rajasthan,Ganganagar,2021,0.224668539,0.634652649,0.602064542,0.487128577,Medium Risk,None
Rajasthan,Hanumangarh,2020,0.283838754,0.557688866,0.549426028,0.463651216,Medium Risk,None
Rajasthan,Hanumangarh,2021,0.303017646,0.557688866,0.538910903,0.466539138,Medium Risk,None
Rajasthan,Jaipur,2020,0.283506043,0.641247866,0.593764839,0.506172916,Medium Risk,None
Rajasthan,Jaipur,2021,0.475339811,0.641247866,0.612540948,0.576376208,Medium Risk,None
Rajasthan,Jaisalmer,2020,0.339580815,0.577816586,0.536639863,0.484679088,Medium Risk,None
Rajasthan,Jaisalmer,2021,0.409952073,0.577816586,0.518401583,0.502056747,Medium Risk,None
Rajasthan,Jalore,2020,0.333982967,,0.568165414,0.45107419,Medium Risk,Exposure
Rajasthan,Jalore,2021,0.331023805,,0.56925347,0.450138638,Medium Risk,Exposure
Rajasthan,Jhalawar,2020,0.176802209,0.554537307,0.632126584,0.4544887,Medium Risk,None
Rajasthan,Jhalawar,2021,0.439987174,0.554537307,0.618458738,0.537661073,Medium Risk,None
Rajasthan,Jhunjhunu,2020,0.248500051,0.593107929,0.560174906,0.467260962,Medium Risk,None
Rajasthan,Jhunjhunu,2021,0.346623006,0.593107929,0.62641578,0.522048905,Medium Risk,None
Rajasthan,Jodhpur,2020,0.342090848,0.555008121,,0.448549485,Medium Risk,Vulnerability
Rajasthan,Jodhpur,2021,0.410187425,0.555008121,,0.482597773,Medium Risk,Vulnerability
Rajasthan,Karauli,2020,0.18058851,0.504315544,0.588077,0.424327018,Medium Risk,None
Rajasthan,Karauli,2021,0.442719096,0.504315544,0.630058124,0.525697588,Medium Risk,None
Rajasthan,Kota,2020,0.115837158,0.677983425,,0.396910292,Medium Risk,Vulnerability
Rajasthan,Kota,2021,0.491561006,0.677983425,,0.584772216,Medium Risk,Vulnerability
Rajasthan,Nagaur,2020,0.341729218,0.551542584,0.584322179,0.492531327,Medium Risk,None
Rajasthan,Nagaur,2021,0.40417643,0.551542584,0.604642474,0.520120496,Medium Risk,None
Rajasthan,Pali,2020,0.275477101,0.542031532,0.58250917,0.466672601,Medium Risk,None
Rajasthan,Pali,2021,0.299073469,0.542031532,0.61105602,0.484053674,Medium Risk,None
Rajasthan,Pratapgarh,2020,0.307836549,0.488307449,0.525136629,0.440426876,Medium Risk,None
Rajasthan,Pratapgarh,2021,0.590218961,0.488307449,0.553161524,0.543895978,Medium Risk,None
Rajasthan,Rajsamand,2020,0.174181768,0.52838535,0.547775195,0.416780771,Medium Risk,None
Rajasthan,Rajsamand,2021,0.239399374,0.52838535,0.593307602,0.453697442,Medium Risk,None
Rajasthan,Sawai Madhopur,2020,0.177281802,0.514133058,0.610145688,0.433853516,Medium Risk,None
Rajasthan,Sawai Madhopur,2021,0.432695972,0.514133058,0.622653847,0.523160959,Medium Risk,None
Rajasthan,Sikar,2020,0.206090243,0.599943835,0.657977062,0.488003713,Medium Risk,None
Rajasthan,Sikar,2021,0.356769443,0.599943835,0.714325903,0.55701306,Medium Risk,None
Rajasthan,Sirohi,2020,0.420906031,0.514431308,0.580988041,0.505441793,Medium Risk,None
Rajasthan,Sirohi,2021,0.27999932,0.514431308,0.586133071,0.4601879,Medium Risk,None
Rajasthan,Tonk,2020,0.127554232,0.572593209,0.637675717,0.445941053,Medium Risk,None
Rajasthan,Tonk,2021,0.374350213,0.572593209,0.613081357,0.52000826,Medium Risk,None
Rajasthan,Udaipur,2020,0.340796673,0.515904496,0.610739124,0.489146764,Medium Risk,None
Rajasthan,Udaipur,2021,0.492555869,0.515904496,0.664304359,0.557588241,Medium Risk,None
Sikkim,East Sikkim,2020,0.365743902,0.67860098,0.210234801,0.418193228,Medium Risk,None
Sikkim,East Sikkim,2021,0.714926025,0.67860098,0.216282119,0.536603041,Medium Risk,None
Sikkim,North Sikkim,2020,0.770610376,0.697279026,0.104837957,0.524242453,Medium Risk,None
Sikkim,North Sikkim,2021,0.595404156,0.697279026,0.132315515,0.474999566,Medium Risk,None
Sikkim,North Sikkim,2020,0.535400907,0.697279026,0.104837957,0.445839297,Medium Risk,None
Sikkim,North Sikkim,2021,0.651426256,0.697279026,0.132315515,0.493673599,Medium Risk,None
Sikkim,West Sikkim,2020,0.730066506,0.712021991,0.137824866,0.526637788,Medium Risk,None
Sikkim,West Sikkim,2021,0.627521263,0.712021991,0.18987359,0.509805615,Medium Risk,None
Tamil Nadu,Ariyalur,2020,0.515245334,0.583771997,0.347359711,0.482125681,Medium Risk,None
Tamil Nadu,Ariyalur,2021,0.580841613,0.583771997,0.403356147,0.522656586,Medium Risk,None
Tamil Nadu,Chennai,2020,,0.717044861,0.473598807,0.595321834,Medium Risk,Hazard
Tamil Nadu,Chennai,2021,,0.717044861,0.498171005,0.607607933,Medium Risk,Hazard
Tamil Nadu,Coimbatore,2020,0.480519352,0.677304258,0.387848263,0.515223958,Medium Risk,None
Tamil Nadu,Coimbatore,2021,0.523753864,0.677304258,0.440728629,0.54726225,Medium Risk,None
Tamil Nadu,Cuddalore,2020,0.540694302,0.630172176,0.387895249,0.519587242,Medium Risk,None
Tamil Nadu,Cuddalore,2021,0.665698437,0.630172176,0.504622161,0.600164258,Medium Risk,None
Tamil Nadu,Dharmapuri,2020,0.327917841,0.636130844,0.370579389,0.444876025,Medium Risk,None
Tamil Nadu,Dharmapuri,2021,0.60713887,0.636130844,0.411761603,0.551677106,Medium Risk,None
Tamil Nadu,Dindigul,2020,0.240965702,0.62959432,0.458645447,0.44306849,Medium Risk,None
Tamil Nadu,Dindigul,2021,0.416036631,0.62959432,0.454398785,0.500009912,Medium Risk,None
Tamil Nadu,Erode,2020,0.441346185,0.655102174,0.336396768,0.477615042,Medium Risk,None
Tamil Nadu,Erode,2021,0.46954261,0.655102174,0.398104723,0.507583169,Medium Risk,None
Tamil Nadu,Kanchipuram,2020,0.376398126,0.666456574,0.26253243,0.435129043,Medium Risk,None
Tamil Nadu,Kanchipuram,2021,0.5990108,0.666456574,0.248114973,0.504527449,Medium Risk,None
Tamil Nadu,Kanyakumari,2020,0.160212792,0.729024066,0.433030463,0.440755774,Medium Risk,None
Tamil Nadu,Kanyakumari,2021,0.575771142,0.729024066,0.398784666,0.567859958,Medium Risk,None
Tamil Nadu,Karur,2020,0.285494686,0.593063388,0.333636847,0.404064974,Medium Risk,None
Tamil Nadu,Karur,2021,0.3362805,0.593063388,0.291364355,0.406902748,Medium Risk,None
Tamil Nadu,Krishnagiri,2020,0.305474025,0.639978377,0.297600813,0.414351072,Medium Risk,None
Tamil Nadu,Krishnagiri,2021,0.585959328,0.639978377,0.387126375,0.537688027,Medium Risk,None
Tamil Nadu,Madurai,2020,0.351015876,0.670143244,0.447321333,0.489493484,Medium Risk,None
Tamil Nadu,Madurai,2021,0.336227612,0.670143244,0.461329505,0.489233454,Medium Risk,None
Tamil Nadu,Nagapattinam,2020,0.515433826,0.624775171,0.379235218,0.506481405,Medium Risk,None
Tamil Nadu,Nagapattinam,2021,0.733770481,0.624775171,0.418550167,0.592365273,Medium Risk,None
Tamil Nadu,Namakkal,2020,0.329749407,0.659047802,0.367030225,0.451942478,Medium Risk,None
Tamil Nadu,Namakkal,2021,0.615316896,0.659047802,0.453601541,0.575988746,Medium Risk,None
Tamil Nadu,Perambalur,2020,0.361077563,0.594560725,0.325546017,0.427061435,Medium Risk,None
Tamil Nadu,Perambalur,2021,0.570978276,0.594560725,0.234089895,0.466542965,Medium Risk,None
Tamil Nadu,Pudukkottai,2020,0.387989553,0.586097473,0.433822119,0.469303048,Medium Risk,None
Tamil Nadu,Pudukkottai,2021,0.566117374,0.586097473,0.431242806,0.527819218,Medium Risk,None
Tamil Nadu,Ramanathapuram,2020,0.218436576,0.640102513,0.438767315,0.432435468,Medium Risk,None
Tamil Nadu,Ramanathapuram,2021,0.423841248,0.640102513,0.433584621,0.499176127,Medium Risk,None
Tamil Nadu,Salem,2020,0.381314372,0.641389874,0.380921071,0.467875106,Medium Risk,None
Tamil Nadu,Salem,2021,0.56826791,0.641389874,0.513375943,0.574344576,Medium Risk,None
Tamil Nadu,Sivaganga,2020,0.377775238,0.639743183,0.421767966,0.479762129,Medium Risk,None
Tamil Nadu,Sivaganga,2021,0.471680058,0.639743183,0.432713814,0.514712352,Medium Risk,None
Tamil Nadu,Thanjavur,2020,0.461199305,0.64877691,0.469942126,0.526639447,Medium Risk,None
Tamil Nadu,Thanjavur,2021,0.733327356,0.64877691,0.485624797,0.622576354,Medium Risk,None
Tamil Nadu,The Nilgiris,2020,0.535808254,0.687633492,,0.611720873,Medium Risk,Vulnerability
Tamil Nadu,The Nilgiris,2021,0.513722783,0.687633492,,0.600678138,Medium Risk,Vulnerability
Tamil Nadu,Theni,2020,0.308616095,0.666862623,0.416961897,0.464146872,Medium Risk,None
Tamil Nadu,Theni,2021,0.402258256,0.666862623,0.448655622,0.5059255,Medium Risk,None
Tamil Nadu,Thiruvallur,2020,0.434257284,0.732668177,0.355132961,0.507352807,Medium Risk,None
Tamil Nadu,Thiruvallur,2021,0.64712293,0.732668177,0.396268215,0.592019774,Medium Risk,None
Tamil Nadu,Thiruvarur,2020,0.550613772,0.668677929,0.386076976,0.535122892,Medium Risk,None
Tamil Nadu,Thiruvarur,2021,0.770599629,0.668677929,0.37113959,0.603472383,Medium Risk,None
Tamil Nadu,Thoothukudi,2020,0.209224739,0.679826869,0.404466926,0.431172845,Medium Risk,None
Tamil Nadu,Thoothukudi,2021,0.440710674,0.679826869,0.436514755,0.519017433,Medium Risk,None
Tamil Nadu,Tiruchirappalli,2020,0.464979354,0.603464365,,0.53422186,Medium Risk,Vulnerability
Tamil Nadu,Tiruchirappalli,2021,0.424755413,0.603464365,,0.514109889,Medium Risk,Vulnerability
Tamil Nadu,Tirunelveli,2020,0.246111326,0.643181025,,0.444646175,Medium Risk,Vulnerability
Tamil Nadu,Tirunelveli,2021,0.428296639,0.643181025,,0.535738832,Medium Risk,Vulnerability
Tamil Nadu,Tiruppur,2020,0.445498272,0.692910979,0.390017247,0.509475499,Medium Risk,None
Tamil Nadu,Tiruppur,2021,0.438661345,0.692910979,0.352721583,0.494764636,Medium Risk,None
Tamil Nadu,Tiruvannamalai,2020,0.455265736,0.603270354,,0.529268045,Medium Risk,Vulnerability
Tamil Nadu,Tiruvannamalai,2021,0.657587116,0.603270354,,0.630428735,High Risk,Vulnerability
Tamil Nadu,Vellore,2020,0.434727084,0.643232894,0.293670493,0.457210157,Medium Risk,None
Tamil Nadu,Vellore,2021,0.745563797,0.643232894,0.322942476,0.570579722,Medium Risk,None
Tamil Nadu,Viluppuram,2020,0.404320201,0.594494784,0.415901442,0.471572142,Medium Risk,None
Tamil Nadu,Viluppuram,2021,0.733235601,0.594494784,0.516518123,0.614749503,Medium Risk,None
Tamil Nadu,Virudhunagar,2020,0.349359507,0.639647392,0.405653578,0.464886826,Medium Risk,None
Tamil Nadu,Virudhunagar,2021,0.381243644,0.639647392,0.412537062,0.477809366,Medium Risk,None
Telangana,Adilabad,2020,0.399140038,0.362341038,0.392932871,0.384804649,Medium Risk,None
Telangana,Adilabad,2021,0.454546853,0.362341038,0.449254194,0.422047362,Medium Risk,None
Telangana,Hyderabad,2020,0.721264368,0.362341038,,0.541802703,Medium Risk,Vulnerability
Telangana,Hyderabad,2021,0.420686573,0.362341038,,0.391513806,Medium Risk,Vulnerability
Telangana,Karimnagar,2020,0.551779293,0.36239992,,0.457089606,Medium Risk,Vulnerability
Telangana,Karimnagar,2021,0.436463508,0.36239992,,0.399431714,Medium Risk,Vulnerability
Telangana,Khammam,2020,0.512011393,0.36239992,,0.437205657,Medium Risk,Vulnerability
Telangana,Khammam,2021,0.519829192,0.36239992,,0.441114556,Medium Risk,Vulnerability
Telangana,Mahabubnagar,2020,0.552985855,0.36239992,0.488464023,0.467949933,Medium Risk,None
Telangana,Mahabubnagar,2021,0.339555217,0.36239992,0.538505834,0.41348699,Medium Risk,None
Telangana,Medak,2020,0.684387405,0.36239992,0.473808559,0.506865295,Medium Risk,None
Telangana,Medak,2021,0.561402433,0.36239992,0.498516896,0.474106416,Medium Risk,None
Telangana,Nalgonda,2020,0.556534972,0.36239992,0.552088205,0.490341032,Medium Risk,None
Telangana,Nalgonda,2021,0.348483276,0.36239992,0.536743982,0.415875726,Medium Risk,None
Telangana,Nizamabad,2020,0.486875634,0.36239992,,0.424637777,Medium Risk,Vulnerability
Telangana,Nizamabad,2021,0.623789481,0.36239992,,0.493094701,Medium Risk,Vulnerability
Telangana,Ranga Reddy,2020,0.692708333,0.36239992,,0.527554127,Medium Risk,Vulnerability
Telangana,Ranga Reddy,2021,0.340101502,0.36239992,,0.351250711,Low Risk,Vulnerability
Telangana,Warangal,2020,0.59678928,,,0.59678928,Medium Risk,"Exposure, Vulnerability"
Telangana,Warangal,2021,0.416119039,,,0.416119039,Medium Risk,"Exposure, Vulnerability"
Tripura,Dhalai,2020,0.277708949,0.403957087,0.168060142,0.283242059,Low Risk,None
Tripura,Dhalai,2021,0.097801738,0.403957087,0.185635385,0.229131403,Low Risk,None
Tripura,Gomati,2020,0.345600469,0.36239992,0.207633877,0.305211422,Low Risk,None
Tripura,Gomati,2021,0.222489707,0.36239992,0.20795201,0.264280546,Low Risk,None
Tripura,Khowai,2020,0.418365548,0.36239992,0.217391172,0.33271888,Low Risk,None
Tripura,Khowai,2021,0.051400966,0.36239992,0.213776422,0.209192436,Low Risk,None
Tripura,North Tripura,2020,0.383744083,0.36239992,0.190069172,0.312071058,Low Risk,None
Tripura,North Tripura,2021,0.300517416,0.36239992,0.221265523,0.29472762,Low Risk,None
Tripura,Sepahijala,2020,0.340025479,0.36239992,0.206908399,0.303111266,Low Risk,None
Tripura,Sepahijala,2021,0.174975525,0.36239992,0.206035821,0.247803755,Low Risk,None
Tripura,South Tripura,2020,0.271396797,0.36239992,0.250009604,0.294602107,Low Risk,None
Tripura,South Tripura,2021,0.478367487,0.36239992,0.207289745,0.349352384,Low Risk,None
Tripura,Unakoti,2020,0.423861184,0.36239992,0.219627464,0.335296189,Low Risk,None
Tripura,Unakoti,2021,0.12823074,0.36239992,0.232626966,0.241085875,Low Risk,None
Tripura,West Tripura,2020,0.393994155,0.362341038,0.345253084,0.367196092,Medium Risk,None
Tripura,West Tripura,2021,0.079854565,0.362341038,0.273517706,0.238571103,Low Risk,None
Uttar Pradesh,Agra,2020,0.233234855,,0.545993366,0.389614111,Medium Risk,Exposure
Uttar Pradesh,Agra,2021,0.363380784,,0.543043076,0.45321193,Medium Risk,Exposure
Uttar Pradesh,Aligarh,2020,0.206123783,,0.593458419,0.399791101,Medium Risk,Exposure
Uttar Pradesh,Aligarh,2021,0.559859105,,0.605835821,0.582847463,Medium Risk,Exposure
Uttar Pradesh,Allahabad,2020,0.415680996,,,0.415680996,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Allahabad,2021,0.725457798,,,0.725457798,High Risk,"Exposure, Vulnerability"
Uttar Pradesh,Ambedkar Nagar,2020,0.615595345,,0.431888841,0.523742093,Medium Risk,Exposure
Uttar Pradesh,Ambedkar Nagar,2021,0.660078077,,0.498662884,0.579370481,Medium Risk,Exposure
Uttar Pradesh,Amethi,2020,0.37020323,,0.503600286,0.436901758,Medium Risk,Exposure
Uttar Pradesh,Amethi,2021,0.656992928,,0.505064069,0.581028499,Medium Risk,Exposure
Uttar Pradesh,Amroha,2020,0.377596395,,0.449037167,0.413316781,Medium Risk,Exposure
Uttar Pradesh,Amroha,2021,0.485596015,,0.452249711,0.468922863,Medium Risk,Exposure
Uttar Pradesh,Auraiya,2020,0.194227068,,0.490393161,0.342310115,Low Risk,Exposure
Uttar Pradesh,Auraiya,2021,0.414078613,,0.498882224,0.456480419,Medium Risk,Exposure
Uttar Pradesh,Azamgarh,2020,0.646069663,,0.579096941,0.612583302,Medium Risk,Exposure
Uttar Pradesh,Azamgarh,2021,0.826050627,,0.585530147,0.705790387,High Risk,Exposure
Uttar Pradesh,Baghpat,2020,0.251023597,,0.470134408,0.360579002,Medium Risk,Exposure
Uttar Pradesh,Baghpat,2021,0.680110691,,0.492610565,0.586360628,Medium Risk,Exposure
Uttar Pradesh,Bahraich,2020,0.296406973,,0.551175974,0.423791474,Medium Risk,Exposure
Uttar Pradesh,Bahraich,2021,0.708276215,,0.56580258,0.637039398,High Risk,Exposure
Uttar Pradesh,Ballia,2020,0.649272293,,0.457552563,0.553412428,Medium Risk,Exposure
Uttar Pradesh,Ballia,2021,0.712107003,,0.490553895,0.601330449,Medium Risk,Exposure
Uttar Pradesh,Balrampur,2020,0.703093709,,0.497109136,0.600101423,Medium Risk,Exposure
Uttar Pradesh,Balrampur,2021,0.669000614,,0.451087207,0.560043911,Medium Risk,Exposure
Uttar Pradesh,Banda,2020,0.382999641,,0.52392143,0.453460536,Medium Risk,Exposure
Uttar Pradesh,Banda,2021,0.383199719,,0.509445904,0.446322811,Medium Risk,Exposure
Uttar Pradesh,Barabanki,2020,0.441785377,,0.546143466,0.493964422,Medium Risk,Exposure
Uttar Pradesh,Barabanki,2021,0.607626316,,0.544258317,0.575942317,Medium Risk,Exposure
Uttar Pradesh,Bareilly,2020,0.26090129,,0.55725036,0.409075825,Medium Risk,Exposure
Uttar Pradesh,Bareilly,2021,0.467297402,,0.56735511,0.517326256,Medium Risk,Exposure
Uttar Pradesh,Basti,2020,0.658995877,,0.509123218,0.584059548,Medium Risk,Exposure
Uttar Pradesh,Basti,2021,0.724553959,,0.500748595,0.612651277,Medium Risk,Exposure
Uttar Pradesh,Bijnor,2020,0.399877172,,0.503292895,0.451585034,Medium Risk,Exposure
Uttar Pradesh,Bijnor,2021,0.429685966,,0.501969909,0.465827938,Medium Risk,Exposure
Uttar Pradesh,Budaun,2020,0.068603887,,,0.068603887,Low Risk,"Exposure, Vulnerability"
Uttar Pradesh,Budaun,2021,0.38099137,,,0.38099137,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Bulandshahr,2020,0.094323524,,0.580541249,0.337432387,Low Risk,Exposure
Uttar Pradesh,Bulandshahr,2021,0.516941206,,0.60271052,0.559825863,Medium Risk,Exposure
Uttar Pradesh,Chandauli,2020,0.307830675,,0.436174621,0.372002648,Medium Risk,Exposure
Uttar Pradesh,Chandauli,2021,0.56519208,,0.453199209,0.509195645,Medium Risk,Exposure
Uttar Pradesh,Chitrakoot,2020,0.35418169,,0.456041207,0.405111449,Medium Risk,Exposure
Uttar Pradesh,Chitrakoot,2021,0.488547904,,0.444047611,0.466297758,Medium Risk,Exposure
Uttar Pradesh,Deoria,2020,0.709263863,,0.429969511,0.569616687,Medium Risk,Exposure
Uttar Pradesh,Deoria,2021,0.764290996,,0.413508114,0.588899555,Medium Risk,Exposure
Uttar Pradesh,Etah,2020,0.177123638,,0.470987432,0.324055535,Low Risk,Exposure
Uttar Pradesh,Etah,2021,0.559716401,,0.491523283,0.525619842,Medium Risk,Exposure
Uttar Pradesh,Etawah,2020,0.199865064,,0.457368866,0.328616965,Low Risk,Exposure
Uttar Pradesh,Etawah,2021,0.474832758,,0.480404412,0.477618585,Medium Risk,Exposure
Uttar Pradesh,Faizabad,2020,0.656337987,,,0.656337987,High Risk,"Exposure, Vulnerability"
Uttar Pradesh,Faizabad,2021,0.783252333,,,0.783252333,High Risk,"Exposure, Vulnerability"
Uttar Pradesh,Farrukhabad,2020,0.114124324,,,0.114124324,Low Risk,"Exposure, Vulnerability"
Uttar Pradesh,Farrukhabad,2021,0.456940712,,,0.456940712,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Fatehpur,2020,0.340643133,,0.513484692,0.427063913,Medium Risk,Exposure
Uttar Pradesh,Fatehpur,2021,0.741279837,,0.537832292,0.639556065,High Risk,Exposure
Uttar Pradesh,Firozabad,2020,0.187142691,,0.541859771,0.364501231,Medium Risk,Exposure
Uttar Pradesh,Firozabad,2021,0.428096616,,0.561039476,0.494568046,Medium Risk,Exposure
Uttar Pradesh,Gautam Buddha Nagar,2020,0.192376097,,0.553061816,0.372718957,Medium Risk,Exposure
Uttar Pradesh,Gautam Buddha Nagar,2021,0.529481435,,0.526455983,0.527968709,Medium Risk,Exposure
Uttar Pradesh,Ghaziabad,2020,0.20539778,,0.545872487,0.375635134,Medium Risk,Exposure
Uttar Pradesh,Ghaziabad,2021,0.671838038,,0.563691476,0.617764757,Medium Risk,Exposure
Uttar Pradesh,Ghazipur,2020,0.566309857,,0.54558572,0.555947789,Medium Risk,Exposure
Uttar Pradesh,Ghazipur,2021,0.582221933,,0.54719821,0.564710072,Medium Risk,Exposure
Uttar Pradesh,Gonda,2020,0.671729571,,0.533150728,0.60244015,Medium Risk,Exposure
Uttar Pradesh,Gonda,2021,0.747958195,,0.49968906,0.623823628,Medium Risk,Exposure
Uttar Pradesh,Gorakhpur,2020,0.555184607,,0.511957695,0.533571151,Medium Risk,Exposure
Uttar Pradesh,Gorakhpur,2021,0.72898278,,0.605165121,0.667073951,High Risk,Exposure
Uttar Pradesh,Hamirpur,2020,0.227708147,,0.481177697,0.354442922,Medium Risk,Exposure
Uttar Pradesh,Hamirpur,2021,0.255215327,,0.47829615,0.366755739,Medium Risk,Exposure
Uttar Pradesh,Hapur,2020,0.209691487,,0.417804554,0.313748021,Low Risk,Exposure
Uttar Pradesh,Hapur,2021,0.475530343,,0.505917975,0.490724159,Medium Risk,Exposure
Uttar Pradesh,Hardoi,2020,0.271291558,,0.519435907,0.395363733,Medium Risk,Exposure
Uttar Pradesh,Hardoi,2021,0.600653749,,0.498978235,0.549815992,Medium Risk,Exposure
Uttar Pradesh,Hathras,2020,0.177348049,,0.459814812,0.318581431,Low Risk,Exposure
Uttar Pradesh,Hathras,2021,0.519254958,,0.491855195,0.505555077,Medium Risk,Exposure
Uttar Pradesh,Jalaun,2020,0.163335949,,0.486233237,0.324784593,Low Risk,Exposure
Uttar Pradesh,Jalaun,2021,0.444924543,,0.470987779,0.457956161,Medium Risk,Exposure
Uttar Pradesh,Jaunpur,2020,0.473278346,,0.551499367,0.512388857,Medium Risk,Exposure
Uttar Pradesh,Jaunpur,2021,0.510967054,,0.545413024,0.528190039,Medium Risk,Exposure
Uttar Pradesh,Jhansi,2020,0.10215493,,0.524587887,0.313371409,Low Risk,Exposure
Uttar Pradesh,Jhansi,2021,0.514337397,,0.520582287,0.517459842,Medium Risk,Exposure
Uttar Pradesh,Kannauj,2020,0.389480273,,0.490556532,0.440018403,Medium Risk,Exposure
Uttar Pradesh,Kannauj,2021,0.548282404,,0.444387676,0.49633504,Medium Risk,Exposure
Uttar Pradesh,Kanpur Dehat,2020,0.22224271,,0.531351856,0.376797283,Medium Risk,Exposure
Uttar Pradesh,Kanpur Dehat,2021,0.310700898,,0.51666405,0.413682474,Medium Risk,Exposure
Uttar Pradesh,Kanpur Nagar,2020,0.449313055,,0.59974306,0.524528058,Medium Risk,Exposure
Uttar Pradesh,Kanpur Nagar,2021,0.578417874,,,0.578417874,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Kasganj,2020,0.13403168,,0.512862446,0.323447063,Low Risk,Exposure
Uttar Pradesh,Kasganj,2021,0.298385847,,0.506506903,0.402446375,Medium Risk,Exposure
Uttar Pradesh,Kaushambi,2020,0.25596844,,0.521608943,0.388788692,Medium Risk,Exposure
Uttar Pradesh,Kaushambi,2021,0.675618307,,0.489294238,0.582456273,Medium Risk,Exposure
Uttar Pradesh,Kushi Nagar,2020,0.818853316,,0.53211805,0.675485683,High Risk,Exposure
Uttar Pradesh,Kushi Nagar,2021,0.779292345,,0.540209149,0.659750747,High Risk,Exposure
Uttar Pradesh,Lakhimpur Kheri,2020,0.394437051,,,0.394437051,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Lakhimpur Kheri,2021,0.825721699,,,0.825721699,High Risk,"Exposure, Vulnerability"
Uttar Pradesh,Lalitpur,2020,0.245944788,,0.395057429,0.320501109,Low Risk,Exposure
Uttar Pradesh,Lalitpur,2021,0.489905852,,0.431936274,0.460921063,Medium Risk,Exposure
Uttar Pradesh,Lucknow,2020,0.243121857,,,0.243121857,Low Risk,"Exposure, Vulnerability"
Uttar Pradesh,Lucknow,2021,0.59984641,,,0.59984641,Medium Risk,"Exposure, Vulnerability"
Uttar Pradesh,Maharajganj,2020,0.726756299,,0.508335632,0.617545966,Medium Risk,Exposure
Uttar Pradesh,Maharajganj,2021,0.783946481,,0.479486357,0.631716419,High Risk,Exposure
Uttar Pradesh,Mahoba,2020,0.255490166,,0.435480893,0.34548553,Low Risk,Exposure
Uttar Pradesh,Mahoba,2021,0.273144182,,0.445365566,0.359254874,Medium Risk,Exposure
Uttar Pradesh,Mainpuri,2020,0.221200013,,0.483089437,0.352144725,Medium Risk,Exposure
Uttar Pradesh,Mainpuri,2021,0.514370618,,0.505966636,0.510168627,Medium Risk,Exposure
Uttar Pradesh,Mathura,2020,0.236213316,,0.550477378,0.393345347,Medium Risk,Exposure
Uttar Pradesh,Mathura,2021,0.363896849,,0.576949448,0.470423149,Medium Risk,Exposure
Uttar Pradesh,Mau,2020,0.661433228,,0.518372658,0.589902943,Medium Risk,Exposure
Uttar Pradesh,Mau,2021,0.557912956,,0.505803729,0.531858343,Medium Risk,Exposure
Uttar Pradesh,Meerut,2020,0.339973083,,0.5505168,0.445244942,Medium Risk,Exposure
Uttar Pradesh,Meerut,2021,0.525514219,,0.572966606,0.549240413,Medium Risk,Exposure
Uttar Pradesh,Mirzapur,2020,0.473273494,,0.472917804,0.473095649,Medium Risk,Exposure
Uttar Pradesh,Mirzapur,2021,0.650519637,,0.460345471,0.555432554,Medium Risk,Exposure
Uttar Pradesh,Moradabad,2020,0.268432696,,0.5385132,0.403472948,Medium Risk,Exposure
Uttar Pradesh,Moradabad,2021,0.2789767,,0.557487684,0.418232192,Medium Risk,Exposure
Uttar Pradesh,Muzaffarnagar,2020,0.345339819,,0.481601576,0.413470698,Medium Risk,Exposure
Uttar Pradesh,Muzaffarnagar,2021,0.584044328,,0.484881022,0.534462675,Medium Risk,Exposure
Uttar Pradesh,Pilibhit,2020,0.661517224,,0.507577269,0.584547247,Medium Risk,Exposure
Uttar Pradesh,Pilibhit,2021,0.74714342,,0.524524914,0.635834167,High Risk,Exposure
Uttar Pradesh,Pratapgarh,2020,0.341165694,,0.624961948,0.483063821,Medium Risk,Exposure
Uttar Pradesh,Pratapgarh,2021,0.670672382,,0.589141212,0.629906797,High Risk,Exposure
Uttar Pradesh,Rae Bareli,2020,0.364390016,,0.552593184,0.4584916,Medium Risk,Exposure
Uttar Pradesh,Rae Bareli,2021,0.694282093,,0.55757543,0.625928762,High Risk,Exposure
Uttar Pradesh,Rampur,2020,0.267479412,,0.46910487,0.368292141,Medium Risk,Exposure
Uttar Pradesh,Rampur,2021,0.43964698,,0.446182162,0.442914571,Medium Risk,Exposure
Uttar Pradesh,Saharanpur,2020,0.206301472,,0.514754507,0.36052799,Medium Risk,Exposure
