State,District,Year,Hazard Score,Exposure Score,Vulnerability Score,Risk Score,Risk Category,Missing_Tiers
Maharashtra,Beed,2021,0.676883329,,0.643464104,0.660173717,High Risk,Exposure
Maharashtra,Buldhana,2020,0.251896278,,0.580524077,0.416210178,Medium Risk,Exposure
Maharashtra,Buldhana,2021,0.444953489,,0.602190132,0.523571811,Medium Risk,Exposure
Maharashtra,Chandrapur,2020,0.127947704,,0.585921586,0.356934645,Medium Risk,Exposure
Maharashtra,Chandrapur,2021,0.252496671,,0.579451545,0.415974108,Medium Risk,Exposure
Maharashtra,Dhule,2020,0.604440358,,0.534742293,0.569591326,Medium Risk,Exposure
Maharashtra,Dhule,2021,0.540894923,,0.503368382,0.522131652,Medium Risk,Exposure
Maharashtra,Gadchiroli,2020,0.279993463,,0.449079805,0.364536634,Medium Risk,Exposure
Maharashtra,Gadchiroli,2021,0.098820762,,0.440582577,0.269701669,Low Risk,Exposure
Maharashtra,Gondia,2020,0.319815583,,0.45855657,0.389186077,Medium Risk,Exposure
Maharashtra,Gondia,2021,0.161031633,,0.516148815,0.338590224,Low Risk,Exposure
Maharashtra,Hingoli,2020,0.394043657,,0.506207448,0.450125552,Medium Risk,Exposure
Maharashtra,Hingoli,2021,0.406346981,,0.50001319,0.453180086,Medium Risk,Exposure
Maharashtra,Jalgaon,2020,0.396267878,,0.628981252,0.512624565,Medium Risk,Exposure
Maharashtra,Jalgaon,2021,0.58474754,,0.626653582,0.605700561,Medium Risk,Exposure
Maharashtra,Jalna,2020,0.45980591,,0.590435923,0.525120917,Medium Risk,Exposure
Maharashtra,Jalna,2021,0.563499268,,0.58035943,0.571929349,Medium Risk,Exposure
Maharashtra,Kolhapur,2020,0.495412761,,0.54815914,0.521785951,Medium Risk,Exposure
Maharashtra,Kolhapur,2021,0.600217945,,0.531562868,0.565890407,Medium Risk,Exposure
Maharashtra,Latur,2020,0.572814325,,0.517855173,0.545334749,Medium Risk,Exposure
Maharashtra,Latur,2021,0.55566791,,0.542501033,0.549084472,Medium Risk,Exposure
Maharashtra,Mumbai City,2020,0.90021645,,,0.90021645,High Risk,"Exposure, Vulnerability"
Maharashtra,Mumbai City,2021,0.527092352,,,0.527092352,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Mumbai Suburban,2020,0.691602472,,,0.691602472,High Risk,"Exposure, Vulnerability"
Maharashtra,Mumbai Suburban,2021,0.569569893,,,0.569569893,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Nagpur,2020,0.272384824,,,0.272384824,Low Risk,"Exposure, Vulnerability"
Maharashtra,Nagpur,2021,0.239941841,,,0.239941841,Low Risk,"Exposure, Vulnerability"
Maharashtra,Nanded,2020,0.330453743,,0.595260983,0.462857363,Medium Risk,Exposure
Maharashtra,Nanded,2021,0.500762075,,0.584332285,0.54254718,Medium Risk,Exposure
Maharashtra,Nandurbar,2020,0.543704538,,0.434384867,0.489044703,Medium Risk,Exposure
Maharashtra,Nandurbar,2021,0.341000269,,0.403024066,0.372012168,Medium Risk,Exposure
Maharashtra,Nashik,2020,0.501376365,,,0.501376365,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Nashik,2021,0.396773489,,,0.396773489,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Osmanabad,2020,0.651675067,,0.545324342,0.598499705,Medium Risk,Exposure
Maharashtra,Osmanabad,2021,0.640321532,,0.546276625,0.593299079,Medium Risk,Exposure
Maharashtra,Palghar,2020,0.714062097,,0.434523008,0.574292553,Medium Risk,Exposure
Maharashtra,Palghar,2021,0.47281077,,0.430609423,0.451710097,Medium Risk,Exposure
Maharashtra,Parbhani,2020,0.408314416,,0.586999307,0.497656862,Medium Risk,Exposure
Maharashtra,Parbhani,2021,0.605941958,,0.57101712,0.588479539,Medium Risk,Exposure
Maharashtra,Pune,2020,0.567546846,,,0.567546846,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Pune,2021,0.215334716,,,0.215334716,Low Risk,"Exposure, Vulnerability"
Maharashtra,Raigad,2020,0.565185362,,0.506673479,0.535929421,Medium Risk,Exposure
Maharashtra,Raigad,2021,0.510845635,,0.50476025,0.507802943,Medium Risk,Exposure
Maharashtra,Ratnagiri,2020,0.582986975,,0.39446648,0.488726728,Medium Risk,Exposure
Maharashtra,Ratnagiri,2021,0.666443045,,0.409580932,0.538011989,Medium Risk,Exposure
Maharashtra,Sangli,2020,0.752547233,,0.540173055,0.646360144,High Risk,Exposure
Maharashtra,Sangli,2021,0.415485964,,0.545221634,0.480353799,Medium Risk,Exposure
Maharashtra,Satara,2020,0.577261622,,0.596934895,0.587098259,Medium Risk,Exposure
Maharashtra,Satara,2021,0.521992632,,0.592377432,0.557185032,Medium Risk,Exposure
Maharashtra,Sindhudurg,2020,0.657757335,,0.360222468,0.508989902,Medium Risk,Exposure
Maharashtra,Sindhudurg,2021,0.555009366,,0.369044477,0.462026921,Medium Risk,Exposure
Maharashtra,Solapur,2020,0.689633261,,,0.689633261,High Risk,"Exposure, Vulnerability"
Maharashtra,Solapur,2021,0.492671698,,,0.492671698,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Thane,2020,0.422438731,,,0.422438731,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Thane,2021,0.423589904,,,0.423589904,Medium Risk,"Exposure, Vulnerability"
Maharashtra,Wardha,2020,0.133197146,,0.567253874,0.35022551,Low Risk,Exposure
Maharashtra,Wardha,2021,0.253291485,,0.533739226,0.393515356,Medium Risk,Exposure
Maharashtra,Washim,2020,0.305676396,,0.514884788,0.410280592,Medium Risk,Exposure
Maharashtra,Washim,2021,0.383702362,,0.481594901,0.432648632,Medium Risk,Exposure
Maharashtra,Yavatmal,2020,0.175266348,,0.600536502,0.387901425,Medium Risk,Exposure
Maharashtra,Yavatmal,2021,0.336059543,,0.62441656,0.480238052,Medium Risk,Exposure
Manipur,Bishnupur,2020,0.255368955,0.639616597,0.153824096,0.349603216,Low Risk,None
Manipur,Bishnupur,2021,0.140589479,0.639616597,0.148197744,0.30946794,Low Risk,None
Manipur,Chandel,2020,0.318647388,0.566096951,0.059553666,0.314766002,Low Risk,None
Manipur,Chandel,2021,0.194807478,0.566096951,0.052418979,0.271107803,Low Risk,None
Manipur,Churachandpur,2020,0.331003362,0.606205752,0.116317625,0.35117558,Low Risk,None
Manipur,Churachandpur,2021,0.250854463,0.606205752,0.097196328,0.318085514,Low Risk,None
Manipur,Imphal East,2020,0.399971211,0.645361318,0.153285938,0.399539489,Medium Risk,None
Manipur,Imphal East,2021,0.136758804,0.645361318,0.167519288,0.31654647,Low Risk,None
Manipur,Imphal West,2020,0.257983511,0.67791309,0.277200295,0.404365632,Medium Risk,None
Manipur,Imphal West,2021,0.06906121,0.67791309,0.220541276,0.322505192,Low Risk,None
Manipur,Senapati,2020,0.388924127,0.575650919,0.071258322,0.345277789,Low Risk,None
Manipur,Senapati,2021,0.02688172,0.575650919,0.071258322,0.224596987,Low Risk,None
Manipur,Tamenglong,2020,0.378612125,0.536118933,0,0.304910353,Low Risk,None
Manipur,Tamenglong,2021,0.116569007,0.536118933,0,0.217562647,Low Risk,None
Manipur,Thoubal,2020,0.321731983,0.627683808,0.174186943,0.374534245,Medium Risk,None
Manipur,Thoubal,2021,0.206271039,0.627683808,0.204507156,0.346154001,Low Risk,None
Manipur,Ukhrul,2020,0.407614661,0.593369553,0.033072693,0.344685636,Low Risk,None
Manipur,Ukhrul,2021,0.084325642,0.593369553,0.117254501,0.264983232,Low Risk,None
Meghalaya,East Garo Hills,2020,0.540869571,0.36239992,,0.451634746,Medium Risk,Vulnerability
Meghalaya,East Garo Hills,2021,0.546234145,0.36239992,,0.454317033,Medium Risk,Vulnerability
Meghalaya,East Khasi Hills,2020,0.644643068,0.556777438,,0.600710253,Medium Risk,Vulnerability
Meghalaya,East Khasi Hills,2021,0.364586002,0.556777438,,0.46068172,Medium Risk,Vulnerability
Meghalaya,Jaintia Hills,2020,0.444740143,,,0.444740143,Medium Risk,"Exposure, Vulnerability"
Meghalaya,Jaintia Hills,2021,0.248556436,,,0.248556436,Low Risk,"Exposure, Vulnerability"
Meghalaya,North Garo Hills,2020,0.647242889,0.36239992,,0.504821405,Medium Risk,Vulnerability
Meghalaya,North Garo Hills,2021,0.237447718,0.36239992,,0.299923819,Low Risk,Vulnerability
Meghalaya,Ri Bhoi,2020,0.595378267,0.495825101,0.266803747,0.452669038,Medium Risk,None
Meghalaya,Ri Bhoi,2021,0.299307346,0.495825101,0.24202962,0.345720689,Low Risk,None
Meghalaya,South Garo Hills,2020,0.651216897,0.560124367,,0.605670632,Medium Risk,Vulnerability
Meghalaya,South Garo Hills,2021,0.511491094,0.560124367,,0.535807731,Medium Risk,Vulnerability
Meghalaya,South West Garo Hills,2020,0.721349913,0.362341038,,0.541845476,Medium Risk,Vulnerability
Meghalaya,South West Garo Hills,2021,0.531683462,0.362341038,,0.44701225,Medium Risk,Vulnerability
Meghalaya,South West Khasi Hills,2020,0.73840168,0.36239992,,0.5504008,Medium Risk,Vulnerability
Meghalaya,South West Khasi Hills,2021,0.578281041,0.36239992,,0.470340481,Medium Risk,Vulnerability
Meghalaya,West Garo Hills,2020,0.590623587,0.36239992,,0.476511753,Medium Risk,Vulnerability
Meghalaya,West Garo Hills,2021,0.497244561,0.36239992,,0.42982224,Medium Risk,Vulnerability
Meghalaya,West Khasi Hills,2020,0.577273369,0.36239992,,0.469836645,Medium Risk,Vulnerability
Meghalaya,West Khasi Hills,2021,0.51087721,0.36239992,,0.436638565,Medium Risk,Vulnerability
Mizoram,Aizawl,2020,0.226760693,0.71383902,0.227056733,0.389218815,Medium Risk,None
Mizoram,Aizawl,2021,0.182963993,0.71383902,0.229558913,0.375453975,Medium Risk,None
Mizoram,Champhai,2020,0.158787498,0.663797837,0.160582438,0.327722591,Low Risk,None
Mizoram,Champhai,2021,0.153302822,0.663797837,0.104331016,0.307143892,Low Risk,None
Mizoram,Kolasib,2020,0.341060525,0.658998326,0.14384956,0.381302804,Medium Risk,None
Mizoram,Kolasib,2021,0.25984172,0.658998326,0.152700104,0.35718005,Medium Risk,None
Mizoram,Lawangtlai,2020,0.336678944,,,0.336678944,Low Risk,"Exposure, Vulnerability"
Mizoram,Lawangtlai,2021,0.395051215,,,0.395051215,Medium Risk,"Exposure, Vulnerability"
Mizoram,Lunglei,2020,0.239978023,0.653094289,0.133388967,0.34215376,Low Risk,None
Mizoram,Lunglei,2021,0.171903917,0.653094289,0.119938519,0.314978908,Low Risk,None
Mizoram,Mamit,2020,0.152416928,0.652809955,0.137731942,0.314319608,Low Risk,None
Mizoram,Mamit,2021,0.164265294,0.652809955,0.144868093,0.320647781,Low Risk,None
Mizoram,Saiha,2020,0.354514715,0.640173202,0.071258322,0.355315413,Medium Risk,None
Mizoram,Saiha,2021,0.391943695,0.640173202,0.042363202,0.358160033,Medium Risk,None
Mizoram,Serchhip,2020,0.107514769,0.714969376,0.106804815,0.309762987,Low Risk,None
Mizoram,Serchhip,2021,0.128742576,0.714969376,0.101916868,0.315209607,Low Risk,None
N C Tof Delhi,West,2020,0.382453122,,,0.382453122,Medium Risk,"Exposure, Vulnerability"
N C Tof Delhi,West,2021,0.706746643,,,0.706746643,High Risk,"Exposure, Vulnerability"
Nagaland,Dimapur,2020,0.408338411,0.621723291,0.135803115,0.388621606,Medium Risk,None
Nagaland,Dimapur,2020,0.408338411,0.621723291,,0.515030851,Medium Risk,Vulnerability
Nagaland,Dimapur,2021,0.04567224,0.621723291,0.158164409,0.275186647,Low Risk,None
Nagaland,Dimapur,2021,0.04567224,0.621723291,,0.333697766,Low Risk,Vulnerability
Nagaland,Kiphire,2020,0.344714712,0.514568349,0.033072693,0.297451918,Low Risk,None
Nagaland,Kiphire,2020,0.344714712,0.514568349,,0.429641531,Medium Risk,Vulnerability
Nagaland,Kiphire,2021,0.073519547,0.514568349,0,0.196029299,Low Risk,None
Nagaland,Kiphire,2021,0.073519547,0.514568349,,0.294043948,Low Risk,Vulnerability
Nagaland,Kohima,2020,0.37082244,0.661460034,0.081314099,0.371198858,Medium Risk,None
Nagaland,Kohima,2020,0.37082244,0.661460034,,0.516141237,Medium Risk,Vulnerability
Nagaland,Kohima,2021,0.07688172,0.661460034,0.080969988,0.273103914,Low Risk,None
Nagaland,Kohima,2021,0.07688172,0.661460034,,0.369170877,Medium Risk,Vulnerability
Nagaland,Longleng,2020,0.217545139,0.556586339,0,0.258043826,Low Risk,None
Nagaland,Longleng,2020,0.217545139,0.556586339,,0.387065739,Medium Risk,Vulnerability
Nagaland,Longleng,2021,0.107020106,0.556586339,0.015882229,0.226496225,Low Risk,None
Nagaland,Longleng,2021,0.107020106,0.556586339,,0.331803223,Low Risk,Vulnerability
Nagaland,Mokokchung,2020,0.25999441,0.617100027,0.066597434,0.314563957,Low Risk,None
Nagaland,Mokokchung,2020,0.25999441,0.617100027,,0.438547219,Medium Risk,Vulnerability
Nagaland,Mokokchung,2021,0.125444698,0.617100027,0.08148302,0.274675915,Low Risk,None
Nagaland,Mokokchung,2021,0.125444698,0.617100027,,0.371272363,Medium Risk,Vulnerability
Nagaland,Mon,2020,0.181593283,0.49825771,0.103927593,0.261259529,Low Risk,None
Nagaland,Mon,2020,0.181593283,0.49825771,,0.339925497,Low Risk,Vulnerability
Nagaland,Mon,2021,0.08146231,0.49825771,0.126911274,0.235543765,Low Risk,None
Nagaland,Mon,2021,0.08146231,0.49825771,,0.28986001,Low Risk,Vulnerability
Nagaland,Peren,2020,0.340489105,0.532533048,0.014178456,0.295733536,Low Risk,None
Nagaland,Peren,2020,0.340489105,0.532533048,,0.436511077,Medium Risk,Vulnerability
Nagaland,Peren,2021,0.034364261,0.532533048,0,0.18896577,Low Risk,None
Nagaland,Peren,2021,0.034364261,0.532533048,,0.283448655,Low Risk,Vulnerability
Nagaland,Phek,2020,0.443857695,0.557027437,0.042363202,0.347749445,Low Risk,None
Nagaland,Phek,2020,0.443857695,0.557027437,,0.500442566,Medium Risk,Vulnerability
Nagaland,Phek,2021,0.069207253,0.557027437,0.052418979,0.22621789,Low Risk,None
Nagaland,Phek,2021,0.069207253,0.557027437,,0.313117345,Low Risk,Vulnerability
Nagaland,Tuensang,2020,0.248554399,0.542447617,0.015882229,0.268961415,Low Risk,None
Nagaland,Tuensang,2020,0.248554399,0.542447617,,0.395501008,Medium Risk,Vulnerability
Nagaland,Tuensang,2021,0.078135058,0.542447617,0.110084877,0.243555851,Low Risk,None
Nagaland,Tuensang,2021,0.078135058,0.542447617,,0.310291338,Low Risk,Vulnerability
Nagaland,Wokha,2020,0.24440118,0.590371879,0.059553666,0.298108908,Low Risk,None
Nagaland,Wokha,2020,0.24440118,0.590371879,,0.41738653,Medium Risk,Vulnerability
Nagaland,Wokha,2021,0.110061443,0.590371879,0.052418979,0.250950767,Low Risk,None
Nagaland,Wokha,2021,0.110061443,0.590371879,,0.350216661,Low Risk,Vulnerability
Nagaland,Zunheboto,2020,0.391288682,0.52001613,0.071258322,0.327521045,Low Risk,None
Nagaland,Zunheboto,2020,0.391288682,0.52001613,,0.455652406,Medium Risk,Vulnerability
Nagaland,Zunheboto,2021,0.077468889,0.52001613,0.050263157,0.215916059,Low Risk,None
Nagaland,Zunheboto,2021,0.077468889,0.52001613,,0.29874251,Low Risk,Vulnerability
Odisha,Angul,2020,0.721570383,,0.637029075,0.679299729,High Risk,Exposure
Odisha,Angul,2021,0.545684035,,0.626714272,0.586199154,Medium Risk,Exposure
Odisha,Balangir,2020,0.46599952,,,0.46599952,Medium Risk,"Exposure, Vulnerability"
Odisha,Balangir,2021,0.276297227,,,0.276297227,Low Risk,"Exposure, Vulnerability"
Odisha,Baleshwar,2020,0.367539445,,,0.367539445,Medium Risk,"Exposure, Vulnerability"
Odisha,Baleshwar,2021,0.696627758,,,0.696627758,High Risk,"Exposure, Vulnerability"
Odisha,Bargarh,2020,0.543665951,,0.56883898,0.556252466,Medium Risk,Exposure
Odisha,Bargarh,2021,0.267373364,,0.594178831,0.430776098,Medium Risk,Exposure
Odisha,Bauda,2020,0.697071211,,,0.697071211,High Risk,"Exposure, Vulnerability"
Odisha,Bauda,2021,0.538499474,,,0.538499474,Medium Risk,"Exposure, Vulnerability"
Odisha,Bhadrak,2020,0.357617046,,0.592424477,0.475020762,Medium Risk,Exposure
Odisha,Bhadrak,2021,0.728222206,,0.599142042,0.663682124,High Risk,Exposure
Odisha,Cuttack,2020,0.475181532,,0.556143816,0.515662674,Medium Risk,Exposure
Odisha,Cuttack,2021,0.721107972,,0.57075928,0.645933626,High Risk,Exposure
Odisha,Debagarh,2020,0.659011116,,,0.659011116,High Risk,"Exposure, Vulnerability"
Odisha,Debagarh,2021,0.449349935,,,0.449349935,Medium Risk,"Exposure, Vulnerability"
Odisha,Dhenkanal,2020,0.52044906,,0.561221809,0.540835434,Medium Risk,Exposure
Odisha,Dhenkanal,2021,0.535851246,,0.608776958,0.572314102,Medium Risk,Exposure
Odisha,Gajapati,2020,0.344591129,,0.424646697,0.384618913,Medium Risk,Exposure
Odisha,Gajapati,2021,0.557278596,,0.472227748,0.514753172,Medium Risk,Exposure
Odisha,Ganjam,2020,0.270337185,,0.556418343,0.413377764,Medium Risk,Exposure
Odisha,Ganjam,2021,0.519385099,,0.623260904,0.571323001,Medium Risk,Exposure
Odisha,Jagatsinghpur,2020,0.550866758,,0.53324926,0.542058009,Medium Risk,Exposure
Odisha,Jagatsinghpur,2021,0.881609869,,0.546504563,0.714057216,High Risk,Exposure
Odisha,Jajpur,2020,0.488713176,,0.658679246,0.573696211,Medium Risk,Exposure
Odisha,Jajpur,2021,0.57280733,,0.664361502,0.618584416,Medium Risk,Exposure
Odisha,Jharsuguda,2020,0.617902419,,0.54923826,0.58357034,Medium Risk,Exposure
Odisha,Jharsuguda,2021,0.238392997,,0.528716086,0.383554542,Medium Risk,Exposure
Odisha,Kalahandi,2020,0.358227544,,0.573926846,0.466077195,Medium Risk,Exposure
Odisha,Kalahandi,2021,0.180972465,,0.633284232,0.407128348,Medium Risk,Exposure
Odisha,Kandhamal,2020,0.479684915,,0.468706088,0.474195502,Medium Risk,Exposure
Odisha,Kandhamal,2021,0.399730322,,0.512544412,0.456137367,Medium Risk,Exposure
Odisha,Kendrapara,2020,0.465538881,,0.561896118,0.5137175,Medium Risk,Exposure
Odisha,Kendrapara,2021,0.823931268,,0.575083072,0.69950717,High Risk,Exposure
Odisha,Kendujhar,2020,0.442884851,,,0.442884851,Medium Risk,"Exposure, Vulnerability"
Odisha,Kendujhar,2021,0.434220077,,,0.434220077,Medium Risk,"Exposure, Vulnerability"
Odisha,Khordha,2020,0.253107849,,0.439879485,0.346493667,Low Risk,Exposure
Odisha,Khordha,2021,0.729743543,,0.447588892,0.588666218,Medium Risk,Exposure
Odisha,Koraput,2020,0.415607596,,0.530029851,0.472818724,Medium Risk,Exposure
Odisha,Koraput,2021,0.358707356,,0.549244136,0.453975746,Medium Risk,Exposure
Odisha,Malkangiri,2020,0.329035741,,0.482579999,0.40580787,Medium Risk,Exposure
Odisha,Malkangiri,2021,0.193906073,,0.508462712,0.351184393,Low Risk,Exposure
Odisha,Mayurbhanj,2020,0.45560327,,0.672098482,0.563850876,Medium Risk,Exposure
Odisha,Mayurbhanj,2021,0.552972301,,0.680504758,0.61673853,Medium Risk,Exposure
Odisha,Nabarangpur,2020,0.421642934,,0.560931479,0.491287207,Medium Risk,Exposure
Odisha,Nabarangpur,2021,0.115476333,,0.581103276,0.348289805,Low Risk,Exposure
Odisha,Nayagarh,2020,0.289084902,,0.490743798,0.38991435,Medium Risk,Exposure
Odisha,Nayagarh,2021,0.61849435,,0.492322436,0.555408393,Medium Risk,Exposure
Odisha,Nuapada,2020,0.487417089,,0.500555604,0.493986347,Medium Risk,Exposure
Odisha,Nuapada,2021,0.29081804,,0.50203091,0.396424475,Medium Risk,Exposure
Odisha,Puri,2020,0.26280642,,0.575354449,0.419080435,Medium Risk,Exposure
Odisha,Puri,2021,0.715343164,,0.56096254,0.638152852,High Risk,Exposure
Odisha,Rayagada,2020,0.304421724,,0.540961814,0.422691769,Medium Risk,Exposure
Odisha,Rayagada,2021,0.24582802,,0.501737666,0.373782843,Medium Risk,Exposure
Odisha,Sambalpur,2020,0.608764103,,0.56871005,0.588737077,Medium Risk,Exposure
Odisha,Sambalpur,2021,0.406467825,,0.584485787,0.495476806,Medium Risk,Exposure
Odisha,Subarnapur,2020,0.571801263,,,0.571801263,Medium Risk,"Exposure, Vulnerability"
Odisha,Subarnapur,2021,0.30606266,,,0.30606266,Low Risk,"Exposure, Vulnerability"
Odisha,Sundargarh,2020,0.540204571,,0.540999629,0.5406021,Medium Risk,Exposure
Odisha,Sundargarh,2021,0.49841027,,0.547353949,0.52288211,Medium Risk,Exposure
Puducherry,Karaikal,2020,0.522422227,0.674911643,0,0.39911129,Medium Risk,None
Puducherry,Karaikal,2021,0.697136219,0.674911643,0,0.457349287,Medium Risk,None
Puducherry,Mahe,2020,0.699879135,0.731980646,,0.715929891,High Risk,Vulnerability
Puducherry,Mahe,2021,0.452073407,0.731980646,,0.592027027,Medium Risk,Vulnerability
Puducherry,Puducherry,2020,0.45753183,0.706783494,,0.582157662,Medium Risk,Vulnerability
Puducherry,Puducherry,2021,0.713149001,0.706783494,0.29871318,0.572881892,Medium Risk,None
Puducherry,Yanam,2020,0.511393962,0.667142454,,0.589268208,Medium Risk,Vulnerability
Puducherry,Yanam,2021,0.453314293,0.667142454,,0.560228374,Medium Risk,Vulnerability
Punjab,Amritsar,2020,0.256771737,,,0.256771737,Low Risk,"Exposure, Vulnerability"
Punjab,Amritsar,2021,0.327819697,,,0.327819697,Low Risk,"Exposure, Vulnerability"
Punjab,Barnala,2020,0.485345298,,0.277365233,0.381355266,Medium Risk,Exposure
Punjab,Barnala,2021,0.500936444,,0.308683253,0.404809849,Medium Risk,Exposure
Punjab,Bathinda,2020,0.488325945,,0.344240277,0.416283111,Medium Risk,Exposure
Punjab,Bathinda,2021,0.310040272,,0.347195255,0.328617764,Low Risk,Exposure
Punjab,Faridkot,2020,0.490031379,,0.289918098,0.389974739,Medium Risk,Exposure
Punjab,Faridkot,2021,0.427724735,,0.268817814,0.348271275,Low Risk,Exposure
Punjab,Fatehgarh Sahib,2020,0.161813017,,0.339297264,0.250555141,Low Risk,Exposure
Punjab,Fatehgarh Sahib,2021,0.246024402,,0.290838811,0.268431607,Low Risk,Exposure
Punjab,Fazilka,2020,0.385022735,,0.370509839,0.377766287,Medium Risk,Exposure
Punjab,Fazilka,2021,0.344838179,,0.368678695,0.356758437,Medium Risk,Exposure
Punjab,Firozpur,2020,0.460744013,,0.270222555,0.365483284,Medium Risk,Exposure
Punjab,Firozpur,2021,0.547253082,,0.3366453,0.441949191,Medium Risk,Exposure
Punjab,Gurdaspur,2020,0.249452027,,0.31072824,0.280090134,Low Risk,Exposure
Punjab,Gurdaspur,2021,0.308962824,,0.293568444,0.301265634,Low Risk,Exposure
Punjab,Hoshiarpur,2020,0.195492959,,0.314411692,0.254952326,Low Risk,Exposure
Punjab,Hoshiarpur,2021,0.296960899,,0.307489712,0.302225306,Low Risk,Exposure
Punjab,Jalandhar,2020,0.264175244,,,0.264175244,Low Risk,"Exposure, Vulnerability"
Punjab,Jalandhar,2021,0.438261388,,,0.438261388,Medium Risk,"Exposure, Vulnerability"
Punjab,Kapurthala,2020,0.265765017,,0.321630858,0.293697938,Low Risk,Exposure
Punjab,Kapurthala,2021,0.383952652,,0.317603417,0.350778035,Low Risk,Exposure
Punjab,Ludhiana,2020,0.278241863,,,0.278241863,Low Risk,"Exposure, Vulnerability"
Punjab,Ludhiana,2021,0.368379908,,,0.368379908,Medium Risk,"Exposure, Vulnerability"
Punjab,Mansa,2020,0.462694439,,0.338826549,0.400760494,Medium Risk,Exposure
Punjab,Mansa,2021,0.399162527,,0.352215407,0.375688967,Medium Risk,Exposure
Punjab,Moga,2020,0.503015283,,0.332946458,0.417980871,Medium Risk,Exposure
Punjab,Moga,2021,0.555508653,,0.297871451,0.426690052,Medium Risk,Exposure
Punjab,Muktsar,2020,0.578164819,,0.378270927,0.478217873,Medium Risk,Exposure
Punjab,Muktsar,2021,0.4213681,,0.373727128,0.397547614,Medium Risk,Exposure
Punjab,Pathankot,2020,0.334650792,,0.315557406,0.325104099,Low Risk,Exposure
Punjab,Pathankot,2021,0.25258917,,0.29598967,0.27428942,Low Risk,Exposure
Punjab,Patiala,2020,0.253804198,,0.373502458,0.313653328,Low Risk,Exposure
Punjab,Patiala,2021,0.318609119,,0.407852652,0.363230886,Medium Risk,Exposure
Punjab,Rupnagar,2020,0.334079479,,,0.334079479,Low Risk,"Exposure, Vulnerability"
Punjab,Rupnagar,2021,0.132992316,,,0.132992316,Low Risk,"Exposure, Vulnerability"
Punjab,Sahibzada Ajit Singh Nagar,2020,0.319793081,,,0.319793081,Low Risk,"Exposure, Vulnerability"
Punjab,Sahibzada Ajit Singh Nagar,2021,0.157337674,,,0.157337674,Low Risk,"Exposure, Vulnerability"
Punjab,Sangrur,2020,0.374429454,,0.392426353,0.383427904,Medium Risk,Exposure
Punjab,Sangrur,2021,0.324398435,,0.356728011,0.340563223,Low Risk,Exposure
Punjab,Shahid Bhagat Singh Nagar,2020,0.315517246,,,0.315517246,Low Risk,"Exposure, Vulnerability"
Punjab,Shahid Bhagat Singh Nagar,2021,0.245632202,,,0.245632202,Low Risk,"Exposure, Vulnerability"
Punjab,Tarn Taran,2020,0.311796058,,0.342258295,0.327027177,Low Risk,Exposure
Punjab,Tarn Taran,2021,0.406608937,,0.359282894,0.382945916,Medium Risk,Exposure
Rajasthan,Ajmer,2020,0.078540311,0.622406294,0.68803955,0.462995385,Medium Risk,None
Rajasthan,Ajmer,2021,0.397306413,0.622406294,0.697679707,0.572464138,Medium Risk,None
Rajasthan,Alwar,2020,0.149751503,0.559208825,0.68706017,0.465340166,Medium Risk,None
Rajasthan,Alwar,2021,0.512731887,0.559208825,0.716708964,0.596216559,Medium Risk,None
Rajasthan,Banswara,2020,0.6046911,0.467605905,0.444724127,0.505673711,Medium Risk,None
Rajasthan,Banswara,2021,0.44301361,0.467605905,0.517453803,0.476024439,Medium Risk,None
Rajasthan,Baran,2020,0.158940822,0.506033573,0.626499879,0.430491425,Medium Risk,None
Rajasthan,Baran,2021,0.637719318,0.506033573,0.638333099,0.594028663,Medium Risk,None
Rajasthan,Barmer,2020,0.377894554,0.584767329,0.68261768,0.548426521,Medium Risk,None
Rajasthan,Barmer,2021,0.309093197,0.584767329,0.69651269,0.530124405,Medium Risk,None
Rajasthan,Bharatpur,2020,0.204123586,0.523307412,0.684927907,0.470786302,Medium Risk,None
Rajasthan,Bharatpur,2021,0.334153236,0.523307412,0.70187903,0.519779893,Medium Risk,None
Rajasthan,Bhilwara,2020,0.088674901,0.517764991,0.618118281,0.408186058,Medium Risk,None
Rajasthan,Bhilwara,2021,0.429667627,0.517764991,0.669216885,0.538883168,Medium Risk,None
Rajasthan,Bikaner,2020,0.366071002,0.574192803,0.561123974,0.500462593,Medium Risk,None
Rajasthan,Bikaner,2021,0.412086091,0.574192803,0.554336649,0.513538514,Medium Risk,None
Rajasthan,Bundi,2020,0.080200994,0.513263258,0.593031498,0.395498583,Medium Risk,None
Rajasthan,Bundi,2021,0.452208804,0.513263258,0.579585129,0.515019064,Medium Risk,None
Rajasthan,Chittorgarh,2020,0.057752448,0.523481362,0.581245911,0.38749324,Medium Risk,None
Rajasthan,Chittorgarh,2021,0.274506471,0.523481362,0.58911816,0.462368664,Medium Risk,None
Rajasthan,Churu,2020,0.220074748,0.530969793,0.53138973,0.42747809,Medium Risk,None
Rajasthan,Churu,2021,0.353221316,0.530969793,0.543155085,0.475782065,Medium Risk,None
